<TCoDe_MAP>
Map generated with TCoDe v0.1 by importing from hMobility_planar_no_gaus.txt
Date: 2019-01-11 15:40:45
Npoints: 24400
NPX: 20  NPY: 20  NPZ: 61
</TCoDe_MAP>
0	0	0	5.40351e+09
0	0.0098	0	5.40351e+09
0	0.0195	0	5.40351e+09
0	0.0391	0	5.40351e+09
0	0.0781	0	5.40351e+09
0	0.1562	0	5.40351e+09
0	0.3125	0	5.40351e+09
0	0.625	0	5.40351e+09
0	0.9375	0	0
0	1.25	0	5.40351e+09
0	2.5	0	5.40351e+09
0	3.75	0	5.40351e+09
0	4.375	0	5.40351e+09
0	4.6875	0	5.40351e+09
0	4.8438	0	5.40351e+09
0	4.9219	0	5.40351e+09
0	4.9609	0	5.40351e+09
0	4.9805	0	5.40351e+09
0	4.9902	0	0
0	5	0	5.40351e+09
0.0098	0	0	5.40351e+09
0.0098	0.0098	0	5.40351e+09
0.0098	0.0195	0	5.40351e+09
0.0098	0.0391	0	5.40351e+09
0.0098	0.0781	0	5.40351e+09
0.0098	0.1562	0	5.40351e+09
0.0098	0.3125	0	5.40351e+09
0.0098	0.625	0	5.40351e+09
0.0098	0.9375	0	0
0.0098	1.25	0	5.40351e+09
0.0098	2.5	0	5.40351e+09
0.0098	3.75	0	5.40351e+09
0.0098	4.375	0	5.40351e+09
0.0098	4.6875	0	5.40351e+09
0.0098	4.8438	0	5.40351e+09
0.0098	4.9219	0	5.40351e+09
0.0098	4.9609	0	5.40351e+09
0.0098	4.9805	0	5.40351e+09
0.0098	4.9902	0	0
0.0098	5	0	5.40351e+09
0.0195	0	0	5.40351e+09
0.0195	0.0098	0	5.40351e+09
0.0195	0.0195	0	5.40351e+09
0.0195	0.0391	0	5.40351e+09
0.0195	0.0781	0	5.40351e+09
0.0195	0.1562	0	5.40351e+09
0.0195	0.3125	0	5.40351e+09
0.0195	0.625	0	5.40351e+09
0.0195	0.9375	0	0
0.0195	1.25	0	5.40351e+09
0.0195	2.5	0	5.40351e+09
0.0195	3.75	0	5.40351e+09
0.0195	4.375	0	5.40351e+09
0.0195	4.6875	0	5.40351e+09
0.0195	4.8438	0	5.40351e+09
0.0195	4.9219	0	5.40351e+09
0.0195	4.9609	0	5.40351e+09
